K,591698
T,549276
G,653758
M,202219
V,605792
L,1000729
C,232437
E,728061
I,449837
S,847179
A,694252
D,487038
Y,275376
Q,489332
R,564824
H,272309
F,371428
N,372122
P,634617
W,120449
U,28
